Threads,Time (ms),Throughput (Mpps),Latency (ns)
1;10.745500;93.062218;10.745500
2;5.943400;168.253876;5.943400
4;4.491700;222.632843;4.491700
8;3.224200;310.154419;3.224200
16;2.797700;357.436493;2.797700
