[%],;[%],_1;[W]
13;1;74,56
13;1;75,31
13;1;75,43
13;1;89,18
13;1;89,11
13;1;89,25
13;1;89,34
13;1;89,29
13;1;89,37
96;8;89,36
96;8;89,24
96;8;89,31
96;8;89,37
96;8;89,35
96;8;74,32
96;8;74,23
96;8;74,2
96;8;74,26
37;3;74,25
37;3;74,26
37;3;74,25
37;3;74,25
37;3;74,28
37;3;74,31
37;3;74,29
37;3;74,28
37;3;74,27
37;3;74,33
0;0;74,24
0;0;74,15
;;
48,25;3,964285714;79,85466667
