[%],;[%],_1;[W]
0;0;74,31
23;2;74,64
23;2;89,51
23;2;89,52
23;2;89,56
23;2;89,51
23;2;89,52
23;2;89,65
23;2;89,75
23;2;89,65
96;8;89,64
96;8;89,69
96;8;89,49
96;8;87,59
96;8;74,28
96;8;74,25
96;8;74,3
96;8;74,28
96;8;74,31
27;3;74,31
27;3;74,3
27;3;74,3
27;3;74,26
27;3;74,26
27;3;74,24
27;3;74,27
27;3;74,29
27;3;74,34
27;3;74,27
0;0;74,25
0;0;74,24
0;0;73,27
;;
47,89285714;4,285714286;79,9390625
