[%],;[%],_1;[W]
0;0;76,16
0;0;91,29
0;0;105,23
0;0;105,39
0;0;105,44
0;0;90,89
62;12;74,26
62;12;74,17
62;12;74,18
62;12;74,21
62;12;74,18
62;12;74,2
62;12;74,24
62;12;74,25
62;12;74,25
0;0;74,22
0;0;74,24
0;0;74,2
0;0;74,24
0;0;74,24
0;0;74,18
0;0;74,25
0;0;74,2
0;0;73,42
;;
62;12;79,56375
