[%],;[%],_1;[W]
0;0;77,62
0;0;104,85
0;0;105,16
0;0;105,2
0;0;105,13
0;0;74,3
62;12;74,17
62;12;74,21
62;12;74,22
62;12;74,17
62;12;74,21
62;12;74,16
62;12;74,19
62;12;74,21
62;12;74,23
0;0;74,16
0;0;74,13
0;0;74,18
0;0;74,2
0;0;74,19
0;0;74,21
0;0;74,22
0;0;74,22
;;
62;12;79,71913043
