[%],;[%],_1;[W]
0;0;77,84
22;6;93,44
22;6;121,73
22;6;122,92
22;6;122,95
22;6;122,97
22;6;122,96
22;6;89,51
22;6;74,34
22;6;74,25
22;6;74,3
54;14;74,29
54;14;74,3
54;14;74,3
54;14;74,36
54;14;74,35
54;14;74,31
54;14;74,3
54;14;74,35
54;14;74,31
0;0;74,32
0;0;74,27
0;0;74,26
0;0;74,32
;;
37,15789474;9,789473684;85,96875
