Celkové zaťaženie CPU [%];Celkové využitie CPU [%];Celková spotreba CPU [W]
9,9;13,2;49,995
15,4;16,7;50,404
88,3;101,3;76,272
100;113,3;85,278
100;112,9;83,336
100;112,4;82,337
100;112,4;82,853
100;112,4;82,552
100;112,3;82,783
100;112,4;82,051
20,1;26,1;65,928
12,1;14,1;45,877
10,9;12,7;52,381
6,7;7,7;45,472
5,8;5,8;42,594
;;
70,56666667;79,91666667;72,671
