Celkové zaťaženie CPU [%];Celkové využitie CPU [%];Celková spotreba CPU [W]
12;12,6;49,852
16,2;13,7;50,433
12,3;14,3;52,402
69,2;80,2;71,167
100;112,2;89,247
100;111,7;87,976
100;111,4;86,728
100;111,4;86,017
100;111,4;86,759
100;111,3;87,273
40,7;51,4;73,056
6;6,6;43,387
;;
68,21818182;76,50909091;74,62818182
